no_of_face,face_x,face_y,face_w,face_h,face_con,no_of_hand,pose,pose_x,pose_y,phone,phone_x,phone_y,phone_w,phone_h,phone_con,label
1,301.5942955,339.5889342,196.0912514,196.081152,94.53792572,2,forward,0.948297299,-3.491751051,0,0,0,0,0,0,0
1,258.2225609,264.6314454,207.4381828,207.4270821,87.41775751,2,forward,0.941123434,-2.699823618,0,0,0,0,0,0,0
1,224.6663475,158.0827045,152.4825859,152.4827099,96.25948668,2,forward,0.938634049,2.969087769,1,99,152,229,331,0.70183897,1
1,253.6135674,280.1083816,207.5151253,207.5011253,82.58238435,2,forward,0.936976717,-4.409775602,0,0,0,0,0,0,0
1,268.5351181,292.539494,217.51194,217.497797,81.51285052,1,forward,0.936811503,-4.706782561,0,0,0,0,0,0,0
1,269.724865,264.0060735,188.6786461,188.6697292,90.4353857,1,forward,0.921946643,-9.117237722,0,0,0,0,0,0,0
1,257.197361,270.8532739,198.7157631,198.7017059,88.75492811,1,forward,0.915911401,-5.495758554,0,0,0,0,0,0,0
1,264.9891853,224.4081402,119.8835564,119.883728,82.5316608,1,forward,0.897278208,6.046533186,1,207,262,315,434,0.831208229,1
1,246.9805336,311.7200947,139.5796394,139.5797539,94.29087043,0,forward,-0.213565293,9.62766141,0,0,0,0,0,0,0
1,246.955471,236.1170483,144.5907021,144.5906639,96.70369029,0,forward,0.324119279,4.20086797,0,0,0,0,0,0,0
1,268.7381935,250.5297923,191.2440681,191.2372684,87.21914291,2,forward,-7.196668658,-6.854839823,0,0,0,0,0,0,0
1,309.2895508,336.6829658,190.7952881,190.7824516,90.72452188,2,forward,0.876577372,-4.173004485,0,0,0,0,0,0,0
1,246.9237709,298.3424664,169.362812,169.3572235,94.82172728,0,forward,-1.245098865,1.447293112,0,0,0,0,0,0,0
1,229.3167877,175.7670593,150.5885315,150.5885696,94.90405917,1,forward,0.873060444,1.578920305,1,95,170,221,329,0.707411706,1
1,246.9075584,286.3955784,135.3382683,135.3385735,93.96901131,0,forward,1.254823793,4.67646684,0,0,0,0,0,0,0
1,302.3597717,338.4566045,198.685379,198.673439,88.82377744,2,forward,0.871586534,-3.433191481,0,0,0,0,0,0,0
1,304.4851875,340.5644321,196.9997978,196.9889832,88.85096312,1,forward,0.866142178,-1.41635445,0,0,0,0,0,0,0
1,253.2651329,210.9769535,123.8588905,123.8592911,92.63898134,0,right,16.88999211,15.12644659,1,112,306,234,479,0.905117512,1
1,246.8276215,220.7173634,123.1121445,123.1121349,88.76039386,0,forward,4.521503515,3.412267509,0,0,0,0,0,0,0
1,286.011467,293.8479305,204.5999527,204.5876884,92.62754321,1,forward,0.861348638,-4.507374159,0,0,0,0,0,0,0
1,246.7687798,307.9039764,151.9714928,151.9713879,94.59459782,0,forward,0.492507563,9.518545926,0,0,0,0,0,0,0
1,246.7024612,304.5495129,160.7445526,160.7444572,97.36968875,0,forward,-2.015871301,7.993260363,0,0,0,0,0,0,0
1,246.6343498,275.131216,134.3714714,134.3714905,95.72406411,0,forward,8.32930802,6.496022323,0,0,0,0,0,0,0
1,246.581192,297.3031139,137.9133987,137.9133797,93.4441328,0,forward,1.813575592,8.204049493,0,0,0,0,0,0,0
1,298.6962318,332.8447687,197.0627785,197.0513535,84.46010351,2,forward,0.844135073,-1.328646967,0,0,0,0,0,0,0
1,274.0183449,216.0669422,120.1524925,120.1525497,91.56278372,0,left,20.93654699,-16.19274128,1,124,300,245,479,0.913136363,1
1,282.0126152,210.3382015,129.8840904,129.8842049,94.67544556,0,left,27.81160298,-23.32521995,1,126,303,248,479,0.904517591,1
1,286.8008232,212.3567677,126.6186714,126.6186333,94.68537569,1,left,23.21663872,-20.21624154,1,125,300,246,479,0.904191971,1
1,285.7534218,213.5535908,124.8812675,124.8812485,95.37554383,0,left,21.61051395,-21.14831325,1,129,301,252,480,0.886468053,1
1,284.1233444,213.3276558,130.1130295,130.1129723,93.44921708,0,left,22.86082967,-20.23236894,1,128,303,253,479,0.895043433,1
1,275.871582,210.9891701,140.1347351,140.1350498,92.44168997,0,left,18.23623768,-19.78036117,1,131,303,254,479,0.874612749,1
1,246.5683746,230.981741,149.5964432,149.5964527,96.53611183,0,forward,1.572321064,2.228502616,0,0,0,0,0,0,0
1,246.4746475,287.0682621,138.8339996,138.8342857,91.63608551,0,forward,2.39760043,10.30053636,0,0,0,0,0,0,0
1,263.0826187,284.0705609,189.1421127,189.1300678,87.34275699,2,forward,0.837589788,-4.989825273,0,0,0,0,0,0,0
1,281.8115044,273.5721517,196.383152,196.3768959,89.45606351,1,forward,-5.32119723,-6.847937926,0,0,0,0,0,0,0
1,246.4059448,304.0738964,159.9426651,159.9426842,96.98749781,0,forward,-2.884487986,8.078622044,0,0,0,0,0,0,0
1,246.3264084,232.2932625,147.7070236,147.7070332,96.99730277,0,forward,1.0923493,3.49284501,0,0,0,0,0,0,0
1,246.2779427,289.6832943,141.1063576,141.1066818,95.37161589,0,forward,-4.024216044,5.592764633,0,0,0,0,0,0,0
1,246.2248802,226.8823528,138.6452675,138.6452579,95.99937797,0,forward,3.905488546,3.656005107,0,0,0,0,0,0,0
1,308.1615257,345.8291888,200.7663918,200.7558918,90.15408754,1,forward,0.812562207,-1.173199159,0,0,0,0,0,0,0
1,265.3017044,288.699615,202.4594116,202.4463558,85.21626592,2,forward,0.80390916,-5.46284688,0,0,0,0,0,0,0
1,233.1833649,211.4122295,115.047493,115.0476551,93.92846227,0,forward,0.796886205,3.241482441,1,95,307,223,480,0.883355796,1
1,246.1766052,210.2045345,117.1906662,117.190876,67.17503071,0,forward,7.22833619,10.35180601,0,0,0,0,0,0,0
1,246.039772,227.9760933,154.6378326,154.637661,95.35602927,0,forward,6.96562222,-2.434607772,0,0,0,0,0,0,0
1,259.9496651,279.9511266,182.0756721,182.0694065,89.29179907,2,forward,0.785182138,-3.707846808,0,0,0,0,0,0,0
1,172.9520035,216.853323,137.1873283,137.1874809,92.23382473,1,forward,0.784956153,6.626645341,0,0,0,0,0,0,0
1,252.0975685,255.9222054,200.8376122,200.828104,80.00237942,2,forward,-8.516021629,-6.821034958,0,0,0,0,0,0,1
1,263.6724281,219.2334938,122.4787712,122.4789906,77.96016335,1,down,-15,10,0,0,0,0,0,0,1
1,255.6459236,232.929697,125.807476,125.8075619,61.51841879,1,down,-15,10,0,0,0,0,0,0,1
1,244.7352219,223.2185555,149.7001266,149.700079,80.95132709,1,down,-15,10,0,0,0,0,0,0,1
1,253.5906029,220.9609222,138.9467049,138.9468384,86.6353333,1,down,-15,10,0,0,0,0,0,0,1
1,259.7385788,216.5076542,142.4155807,142.4154854,87.49178052,1,down,-15,10,0,0,0,0,0,0,1
1,235.2241325,298.406868,130.8660316,130.8661366,95.09913325,1,forward,0.778373221,6.754376814,1,330,361,474,480,0.785036325,1
1,246.0051537,305.1169682,156.6512489,156.6511345,96.51902914,0,forward,-1.993952789,8.245933644,0,0,0,0,0,0,0
1,269.1063881,269.9717259,197.6547432,197.6465893,92.19166636,2,forward,0.762648511,-2.182160742,0,0,0,0,0,0,0
1,245.991993,276.5655041,121.8934441,121.8932533,96.02032304,0,forward,8.666305219,6.09881474,0,0,0,0,0,0,0
1,265.1866722,257.0770168,196.4175606,196.4118004,88.30264211,2,forward,-6.851404328,-6.81845946,0,0,0,0,0,0,0
1,245.9396935,120.0717068,154.6562386,154.6562576,86.96961403,0,forward,7.74837992,-3.385254071,0,0,0,0,0,0,0
1,245.8802795,246.1324596,143.6216736,143.6217213,64.61330056,0,forward,1.430458934,9.6089547,0,0,0,0,0,0,0
1,269.4536018,269.4438815,194.8385048,194.8291397,89.81381059,1,forward,0.747717479,-3.455722413,0,0,0,0,0,0,0
1,303.7075233,282.7842331,183.077755,183.0680752,91.76761508,2,forward,-5.80030798,-6.806076945,0,0,0,0,0,0,0
1,272.3617744,231.5113163,139.2191887,139.2190361,77.85476446,1,down,-15,10,0,0,0,0,0,0,1
1,275.3147316,220.8318901,133.7687111,133.7687588,84.56289768,1,down,-15,10,0,0,0,0,0,0,1
1,245.7695007,280.3592777,149.4609451,149.4612694,91.07504487,0,forward,0.68744124,6.109512477,0,0,0,0,0,0,0
1,255.7152176,237.0926476,140.9428024,140.9429169,91.79019928,2,forward,0.728791755,-4.060613415,0,0,0,0,0,0,0
1,245.7420158,282.9888439,128.9774132,128.9777184,96.22765183,0,forward,-0.892885525,6.710013691,0,0,0,0,0,0,0
1,245.7304192,215.4168034,111.9867134,111.98699,92.29957461,0,forward,-0.776433474,5.574891952,0,0,0,0,0,0,0
1,265.4184914,289.1386533,196.7285728,196.7165279,88.3867681,2,forward,0.698162071,-6.244437724,0,0,0,0,0,0,0
1,267.1816444,267.4279427,198.5712242,198.5617161,91.63370728,1,forward,0.694826186,-3.798205456,0,0,0,0,0,0,0
1,245.6825638,301.9618607,165.6658936,165.6609249,94.58544254,0,forward,-1.106535852,4.751392141,0,0,0,0,0,0,0
1,249.5109749,236.003685,146.3397408,146.3398361,88.63105774,2,forward,0.692675694,-3.590099358,0,0,0,0,0,0,0
1,245.6324387,263.4389019,204.6001053,204.5941544,93.01838279,0,forward,-2.236169851,9.202292618,0,0,0,0,0,0,0
1,245.5687141,279.3966579,125.4978371,125.4978561,96.85967565,0,forward,1.771477607,6.288531292,0,0,0,0,0,0,0
1,282.1953011,277.587874,211.0229683,211.0072517,69.9491322,1,forward,-8.29908913,-6.80374796,0,0,0,0,0,0,1
1,248.5198021,181.505785,146.6713905,146.6714859,94.54715252,0,forward,0.677537455,3.088413724,1,128,165,265,358,0.818628192,1
1,245.4946518,282.5939083,138.8857651,138.8860703,94.93437409,0,forward,2.356887024,5.625185375,0,0,0,0,0,0,0
1,280.859127,295.6954121,193.9142418,193.9044857,92.11903214,1,forward,0.668128056,-0.895302902,0,0,0,0,0,0,0
1,245.4603004,316.6498089,130.8779716,130.8778954,94.716537,0,forward,-3.949461779,5.644007137,0,0,0,0,0,0,0
1,268.741436,263.2923031,196.4879799,196.4826679,90.81398845,2,forward,-5.424769151,-6.795254947,0,0,0,0,0,0,0
1,270.6116295,264.3915653,192.648716,192.6430893,81.56191111,1,forward,0.655237097,-9.602969582,0,0,0,0,0,0,0
1,279.2617035,309.3869448,188.8610458,188.851676,85.98437309,1,forward,0.65283621,-6.989125073,0,0,0,0,0,0,0
1,245.3732872,228.4981728,155.1404762,155.1404858,96.54923677,0,forward,3.903764444,6.283520565,0,0,0,0,0,0,0
1,245.3386497,301.5720749,136.8361855,136.8361187,95.73535919,0,forward,2.509004534,7.729132548,0,0,0,0,0,0,0
1,259.7522545,278.0321813,196.1183357,196.1053276,87.19918728,2,forward,0.644656766,-4.548085119,0,0,0,0,0,0,0
1,233.3106232,238.7247944,150.8607483,150.8609676,92.41870046,2,forward,0.641379377,-5.660509069,0,0,0,0,0,0,0
1,219.4387245,301.5798283,134.81493,134.8150635,92.59381294,0,forward,0.639408249,5.011917772,1,95,286,200,470,0.638713777,1
1,290.2640343,280.8426571,174.0366173,174.0315342,88.7802422,2,forward,0.63453374,-7.918241254,0,0,0,0,0,0,0
1,245.2011108,280.42099,134.1677856,134.1680431,93.07137728,0,forward,4.278689322,2.375330301,0,0,0,0,0,0,0
1,245.1453972,236.7928791,148.1324577,148.1326962,95.2401638,0,forward,0.762182803,5.639984044,0,0,0,0,0,0,0
1,245.119381,302.9423904,155.7435036,155.7432461,93.31870675,0,forward,1.292496963,9.519784946,0,0,0,0,0,0,0
1,268.8956642,270.6266188,200.0119209,200.0030708,91.55743122,1,forward,0.614658624,-3.392494061,0,0,0,0,0,0,0
1,234.6162987,218.5527706,142.1330452,142.132988,94.14119124,2,forward,0.610622281,-4.215183555,0,0,0,0,0,0,0
1,263.8757896,283.1625676,202.9073524,202.8944492,86.95170283,1,forward,0.607859567,-5.613176869,0,0,0,0,0,0,0
1,242.2851753,221.1205864,131.7408943,131.7407799,86.65549159,1,forward,0.599301418,-5.027121785,0,0,0,0,0,0,0
1,253.9146614,258.9228606,200.0790977,200.0685883,87.11121678,2,forward,0.591136803,-5.726941631,0,0,0,0,0,0,0
1,266.1806107,291.2466336,202.9930496,202.9808807,88.44391108,2,forward,0.590048458,-1.812383327,0,0,0,0,0,0,0
1,260.5436134,280.1150202,196.4288521,196.4160919,89.99565244,2,forward,0.587844992,-5.543915695,0,0,0,0,0,0,0
1,227.9834747,161.8149376,154.3749237,154.3749046,96.15129232,2,forward,0.587318529,2.454328665,1,110,155,236,325,0.798573852,1
1,245.0915909,298.4282398,169.2632294,169.2586327,97.38689065,0,forward,-3.943150017,8.16470125,0,0,0,0,0,0,0
1,244.6275139,244.5753932,150.5474281,150.5475998,87.55886555,2,forward,0.569768491,-5.079886035,0,0,0,0,0,0,0
1,245.0816154,307.3241138,155.3773689,155.377121,58.65389109,0,forward,5.633772041,-0.245641377,0,0,0,0,0,0,0
1,265.4020119,250.9875489,200.6181908,200.6110382,86.77919507,2,forward,-7.299698143,-6.788777162,0,0,0,0,0,0,0
1,278.6018753,290.9855747,137.7653503,137.7653503,84.60735679,0,down,-15,10,0,0,0,0,0,0,1
1,296.9099236,288.1364822,126.0974312,126.0973263,69.32160854,0,down,-15,10,0,0,0,0,0,0,1
1,292.1801949,284.2835999,121.0502815,121.0501957,80.77856898,0,down,-15,10,0,0,0,0,0,0,1
1,293.8090324,280.7451153,107.541256,107.5410175,86.54084802,0,down,-15,10,0,0,0,0,0,0,1
1,278.2943344,216.8629646,129.3292618,129.3293953,89.07141685,1,forward,0.558658996,6.872895972,0,0,0,0,0,0,0
1,282.740097,303.5860967,193.4925461,193.4831858,88.40803504,1,forward,0.555842553,-1.889290901,0,0,0,0,0,0,0
1,195.7283211,190.0544643,143.4667778,143.4665394,84.60488319,1,forward,0.552078948,4.791764045,0,0,0,0,0,0,0
1,245.0081825,266.1633396,149.4842339,149.4841003,92.59943962,0,forward,2.81413134,8.84656625,0,0,0,0,0,0,0
1,245.0001907,301.1163425,138.0885696,138.0884743,94.74256635,0,forward,1.749500125,8.081290751,0,0,0,0,0,0,0
1,331.8498993,363.711263,153.9787674,153.9785242,77.05542445,2,forward,0.543335266,-3.574739736,0,0,0,0,0,0,0
1,244.9400711,219.9059772,131.9219589,131.9219398,94.23389435,0,forward,0.679569811,4.313735956,0,0,0,0,0,0,0
1,244.8702621,303.7570667,141.6831589,141.6830063,95.54488659,0,forward,1.686977958,7.170088708,0,0,0,0,0,0,0
1,244.8615837,238.2849598,140.2049828,140.2051449,96.66073322,0,forward,1.159776489,4.955783057,0,0,0,0,0,0,0
1,291.8646812,298.8728499,200.5051231,200.4950809,91.70355201,1,forward,0.534564938,-5.62693496,0,0,0,0,0,0,0
1,244.8327827,300.7416916,146.6282845,146.6281986,93.37179661,0,forward,3.114569791,9.747567738,0,0,0,0,0,0,0
1,257.4237823,265.013554,201.2520981,201.2413216,90.13726115,2,forward,0.52595077,-4.980431177,0,0,0,0,0,0,0
1,244.8186493,234.8754787,134.2301178,134.2300415,96.97604179,0,forward,4.387882655,4.160535317,0,0,0,0,0,0,0
1,281.3597298,309.4838787,181.6292381,181.6234875,86.9228065,2,forward,0.515419973,-8.762321409,0,0,0,0,0,0,0
1,244.7615623,229.5769787,153.6432838,153.643198,96.77115083,0,forward,5.490994185,4.069261598,0,0,0,0,0,0,0
1,244.7593307,281.8553925,136.9441223,136.944437,95.1701045,0,forward,-4.735784601,7.383079063,0,0,0,0,0,0,0
1,244.6552086,306.7919254,137.8062248,137.8061485,96.98809385,0,forward,1.954050763,7.867427996,0,0,0,0,0,0,0
1,244.6278191,231.7321301,150.805645,150.8055496,96.00771666,0,forward,4.706155816,3.750185345,0,0,0,0,0,0,0
1,244.6136665,232.119627,142.023716,142.0236969,95.87181211,0,forward,2.122061135,4.031320304,0,0,0,0,0,0,0
1,244.6085167,311.0788822,142.6759529,142.6760101,95.14186978,0,forward,0.280871366,9.618664114,0,0,0,0,0,0,0
1,198.3586121,284.5375156,140.8401108,140.8403206,87.45068312,0,down,-15,10,0,0,0,0,0,0,1
1,193.3183861,281.4452076,151.923008,151.9233513,80.8645606,0,down,-15,10,0,0,0,0,0,0,1
1,290.2786255,282.5811863,197.8516006,197.8407383,83.9132905,1,forward,-7.685273344,-6.784305069,0,0,0,0,0,0,0
1,190.00597,214.601841,129.9661255,129.9661732,90.85355997,1,forward,0.496138241,4.945462664,0,0,0,0,0,0,0
1,244.5763588,301.9822025,163.761692,163.761692,97.03534842,0,forward,-3.941008446,8.062448769,0,0,0,0,0,0,0
1,255.0105476,268.6320209,201.5184212,201.5059662,89.1957581,2,forward,0.493239169,-5.566726983,0,0,0,0,0,0,0
1,244.460125,227.4737263,152.8991508,152.8991318,95.94972134,0,forward,3.351402597,4.996110338,0,0,0,0,0,0,0
1,284.8295593,290.892446,196.019249,196.0101986,90.80535769,1,forward,0.490569702,-3.06262854,0,0,0,0,0,0,0
1,262.7907181,281.3841701,193.7781906,193.7660122,87.50329018,2,forward,0.48476099,-6.121128297,0,0,0,0,0,0,0
1,253.7508774,270.5335021,205.6053543,205.5910492,85.81264019,2,forward,0.478556711,-4.249033519,0,0,0,0,0,0,0
1,307.6330566,333.7976122,186.949501,186.9369936,90.42001963,2,forward,0.477353498,-5.708520665,0,0,0,0,0,0,0
1,262.3726463,253.77671,135.5054665,135.5053997,88.18015456,1,forward,0.468923034,-4.009287227,1,115,137,277,413,0.783937454,1
1,244.4520187,230.1813412,155.4430771,155.4430389,96.83391452,0,forward,4.145899137,3.204921717,0,0,0,0,0,0,0
1,244.4004822,306.6868973,149.1285324,149.1286182,94.71159577,0,forward,-2.370915714,6.071858703,0,0,0,0,0,0,0
1,258.7595749,216.4874554,114.5754623,114.5755577,88.19033504,1,forward,0.463354656,8.170514656,1,161,220,269,358,0.831289947,1
1,295.0800133,284.7775269,185.2576256,185.2519512,93.30450892,1,forward,0.443620668,-4.875446775,0,0,0,0,0,0,0
1,244.2919159,299.7925472,139.6133041,139.6133423,94.940871,0,forward,2.656650563,7.584212844,0,0,0,0,0,0,0
1,242.0008278,219.1726112,132.1650124,132.1651554,94.18025613,0,forward,0.435666245,5.0869088,1,0,143,57,452,0.747447073,1
1,253.8704681,238.8541674,140.2263641,140.2264595,89.14410472,2,forward,0.435486557,-2.36479938,0,0,0,0,0,0,0
1,244.260807,234.3676972,144.3974113,144.3974876,86.90039515,0,forward,1.003105038,-4.805586223,0,0,0,0,0,0,0
1,144.7417068,210.3250122,151.8213844,151.8212986,93.70994568,1,forward,0.432911819,7.479887578,0,0,0,0,0,0,0
1,244.1741753,304.2112827,161.6818047,161.6817284,96.48370743,0,forward,-3.022495699,7.640752646,0,0,0,0,0,0,0
1,244.1206932,233.0943966,142.2101402,142.2101784,86.00991368,0,forward,0.820824833,-2.29005514,0,0,0,0,0,0,0
1,244.0270996,229.0775013,156.8461609,156.8461418,97.13724256,0,forward,3.29033619,3.125168097,0,0,0,0,0,0,0
1,200.1845741,211.415205,132.7778435,132.7779007,90.59295654,1,forward,0.422005812,3.554165719,0,0,0,0,0,0,0
1,271.0199738,261.722014,199.1655731,199.1596413,88.26583028,2,forward,-7.342571473,-6.777362997,0,0,0,0,0,0,0
1,243.9230537,274.8502064,120.2784157,120.2782345,97.62789011,0,forward,6.098609737,11.34031971,0,0,0,0,0,0,0
1,254.5738792,237.0071697,138.7132835,138.7133217,91.15547538,2,forward,0.40057199,-5.147746328,0,0,0,0,0,0,0
1,287.0952797,287.6380944,189.3874931,189.3792915,93.56821775,2,forward,0.399790021,-4.040246197,0,0,0,0,0,0,0
1,243.8627243,229.2041302,157.4416351,157.4416351,97.02790976,0,forward,3.745975769,3.548801867,0,0,0,0,0,0,0
1,243.8572121,219.8073578,126.2495613,126.2495327,94.69038844,0,forward,1.223726872,4.834504792,0,0,0,0,0,0,0
1,243.8300896,233.9354324,143.6883354,143.6882401,95.36762834,0,forward,1.464420431,3.930655424,0,0,0,0,0,0,0
1,243.7371063,286.2026596,143.2852554,143.2855511,94.63790059,0,forward,-0.91360626,5.335215151,0,0,0,0,0,0,0
1,272.9895782,276.5207314,168.6501694,168.6501503,89.74709511,1,forward,0.386777686,-5.682712916,0,0,0,0,0,0,0
1,258.2439232,258.8553596,199.8871422,199.877758,91.81854129,2,forward,0.385890173,-0.856545697,0,0,0,0,0,0,0
1,243.7292671,303.3264542,162.3212242,162.3211956,97.41286039,0,forward,-3.831265697,7.746665882,0,0,0,0,0,0,0
1,242.9948807,307.4475574,140.4367828,140.4366875,91.80311561,0,forward,0.373678562,6.39935336,1,183,355,301,480,0.827121317,1
1,300.4124832,332.112782,208.7149429,208.6956882,78.90127897,2,forward,0.371955489,-2.016001411,0,0,0,0,0,0,0
1,270.9147072,274.9771023,195.7976723,195.7893562,93.87518764,1,forward,0.365183823,-3.728906567,0,0,0,0,0,0,0
1,243.7187767,226.1339092,154.3330193,154.3330193,95.85754871,0,forward,5.199134534,3.928411103,0,0,0,0,0,0,0
1,243.7145615,229.9198151,157.0043945,157.004385,96.84169888,0,forward,4.669051379,3.855191348,0,0,0,0,0,0,0
1,263.1383514,290.9233474,206.981163,206.9692612,85.49649119,2,forward,0.35876336,-2.617616605,0,0,0,0,0,0,0
1,243.6894035,284.9113369,135.8501244,135.8504105,95.41910887,0,forward,-2.378134768,6.304217246,0,0,0,0,0,0,0
1,190.4673386,217.5377941,127.2688484,127.2688293,90.82111716,1,forward,0.343682758,4.949608818,0,0,0,0,0,0,0
1,232.0895195,213.787365,113.1614876,113.1615543,94.9190557,0,forward,0.34193935,3.23501185,1,93,302,223,480,0.868433893,1
1,243.6765289,115.0192451,153.5254288,153.5254383,88.00781965,0,forward,6.501461433,1.386538913,0,0,0,0,0,0,0
1,243.6058235,230.7661057,151.9725227,151.9723606,96.53916955,0,forward,4.174646483,5.01892761,0,0,0,0,0,0,0
1,243.6017418,228.3868504,154.8845863,154.8845673,96.64413929,0,forward,3.575587345,5.180919418,0,0,0,0,0,0,0
1,309.5269775,313.6619782,202.2848892,202.2712898,88.58554959,2,forward,-2.236046404,-6.72924416,0,0,0,0,0,0,0
1,243.5265923,227.8864288,157.7391624,157.7390957,96.82102203,0,forward,5.208989408,3.822976375,0,0,0,0,0,0,0
1,243.4999084,230.3944302,147.2811508,147.2811699,95.67423463,0,forward,3.272320365,3.600160378,0,0,0,0,0,0,0
1,224.007206,161.5312958,156.405468,156.4054012,95.25766373,2,forward,0.32086477,2.477132647,1,100,163,240,351,0.618391275,1
1,228.2951355,178.1405926,147.2119522,147.2119617,94.81148124,1,forward,0.320537649,1.708426657,1,85,171,215,350,0.828797281,1
1,264.7525024,285.2068352,201.6025925,201.5902519,84.46105719,2,forward,0.319258363,-5.489949116,0,0,0,0,0,0,0
1,243.3935738,228.3282566,157.8709602,157.8709602,97.06457853,0,forward,5.037760218,3.381692006,0,0,0,0,0,0,0
1,265.2569962,261.816094,194.7750854,194.7707748,93.73145103,2,forward,0.309764168,-2.400285366,0,0,0,0,0,0,0
1,243.1217575,278.7926912,176.5193176,176.5148878,93.31057072,1,forward,0.309654969,-3.13352622,0,0,0,0,0,0,0
1,285.4686737,278.5780787,197.2161102,197.2056484,91.59274697,1,forward,0.309631782,-4.158579402,0,0,0,0,0,0,0
1,226.3259888,291.2115097,151.8048096,151.8048191,94.39886808,0,forward,0.307195877,7.225761466,1,352,364,507,480,0.792420805,1
1,243.3503914,228.3106899,159.4927406,159.4928169,97.39708304,0,forward,5.265134096,3.597781671,0,0,0,0,0,0,0
2,294.0372467,262.4478626,188.4821701,188.4708595,80.43505549,2,forward,0.302562259,-5.558826817,0,0,0,0,0,0,1
1,281.8501091,283.0300164,186.925602,186.917038,90.00264406,2,forward,0.293058082,-6.998217086,0,0,0,0,0,0,0
1,243.2587051,232.1970177,146.0850906,146.0850334,94.70595121,0,forward,-0.223623544,3.984093738,0,0,0,0,0,0,0
1,295.810051,322.2925055,203.6827469,203.6674404,77.28949189,2,forward,0.285858784,-1.661124222,0,0,0,0,0,0,0
1,243.2359505,268.7300205,169.1986656,169.1947174,97.13258743,0,forward,-2.236762526,8.058240982,0,0,0,0,0,0,0
1,293.8184166,299.8068595,198.1223106,198.1111908,91.5573597,1,forward,0.280820574,-4.135593817,0,0,0,0,0,0,0
1,243.2257843,292.1536732,143.4647369,143.4647942,93.64455342,0,forward,2.303655498,8.47000064,0,0,0,0,0,0,0
1,243.1930733,285.6753159,143.153286,143.1535435,94.48356628,0,forward,-0.143249842,6.161680604,0,0,0,0,0,0,0
1,243.1414032,212.3810863,113.8334274,113.83358,91.86453223,0,forward,1.672998237,4.98957747,0,0,0,0,0,0,0
1,243.057785,316.5840912,136.6555786,136.6554165,90.38840532,0,forward,5.104972964,9.041090895,0,0,0,0,0,0,0
1,243.0548096,277.5763035,121.5155411,121.5153408,97.49230146,0,forward,4.412498035,9.456508647,0,0,0,0,0,0,0
1,263.6062622,254.4353461,145.8865738,145.8865929,86.24815941,1,forward,0.258451411,-0.594863797,0,0,0,0,0,0,0
1,228.4923744,334.1643906,157.0648003,157.0648384,91.85737967,0,down,-10.02103897,4.782738472,0,0,0,0,0,0,1
1,242.9788971,227.8303242,155.5257416,155.5257225,96.26426697,0,forward,4.363150631,3.118461987,0,0,0,0,0,0,0
1,275.7297707,303.7262321,196.0568047,196.0470486,86.76464558,2,forward,0.250696985,-3.364283048,0,0,0,0,0,0,0
1,260.0164223,270.6628037,203.30019,203.2893848,90.53233266,1,forward,0.247201862,-3.610703587,0,0,0,0,0,0,0
1,241.8455505,217.7390385,125.2016068,125.2017975,92.48470664,0,forward,0.237606022,5.038502461,1,69,271,178,469,0.813407063,1
1,242.9319572,221.1238003,121.7237282,121.723938,91.53297544,0,forward,-2.656598913,5.378539607,0,0,0,0,0,0,0
1,242.8495216,164.5149064,183.267498,183.2585621,92.80827045,0,forward,-4.886270293,0.569228795,0,0,0,0,0,0,0
1,242.7587128,295.3772449,140.0415421,140.0414658,95.18842101,0,forward,2.273471769,8.849245834,0,0,0,0,0,0,0
1,242.6403427,228.1234646,152.6338959,152.6338005,95.68869472,0,forward,3.760489819,4.914616275,0,0,0,0,0,0,0
1,203.7478638,286.2595654,125.5907059,125.5908966,89.80938792,0,down,-15,10,0,0,0,0,0,0,1
1,199.5072746,282.4701977,133.4009361,133.4015465,84.79645252,0,down,-15,10,0,0,0,0,0,0,1
1,262.515049,268.8872266,185.898838,185.889473,94.24790144,2,forward,0.223181861,-4.961179638,0,0,0,0,0,0,0
1,257.1821785,269.0394664,189.9394798,189.9275494,88.1989181,2,forward,0.222380628,-2.557781608,0,0,0,0,0,0,0
1,242.612896,312.3360157,129.1946983,129.1945839,96.42561674,0,forward,-1.832869708,6.033951387,0,0,0,0,0,0,0
1,242.5933838,283.0495834,146.2981796,146.2986088,94.49691176,0,forward,4.060492739,3.069709508,0,0,0,0,0,0,0
1,254.8001099,239.5407653,142.5261307,142.526207,90.87669849,2,forward,0.216000445,-3.706974536,0,0,0,0,0,0,0
1,242.5438309,287.3321915,136.6296387,136.6297245,95.21566033,0,forward,-6.84303278,6.961090546,0,0,0,0,0,0,0
1,242.4907112,230.8715916,151.0227776,151.0227585,96.08784318,0,forward,1.981810605,4.391454186,0,0,0,0,0,0,0
1,242.4186134,231.6238117,150.6334114,150.6333733,95.68210244,0,forward,4.381242151,4.438317147,0,0,0,0,0,0,0
1,242.40839,228.8963985,155.9281349,155.9280968,95.85812688,0,forward,4.50598362,3.736698416,0,0,0,0,0,0,0
1,195.1833725,259.9660206,181.5570068,181.5509605,94.40852404,0,forward,0.175973955,6.402036446,1,49,379,228,479,0.797436774,1
1,242.3803711,228.3007908,156.6330719,156.6330242,96.77773714,0,forward,3.925747206,3.525667462,0,0,0,0,0,0,0
